CustomerID,purchase_frequency,total_revenue,total_quantity,last_purchase_date,first_purchase_date,unique_products,days_since_last_purchase,customer_lifespan_days,avg_order_value
15127,1,406.53,251,2011-10-05,2011-10-05,16,65,0,406.53
15128,4,1471.0,1343,2011-10-10,2011-05-04,74,59,159,367.75
15129,11,3447.4,1794,2011-10-20,2011-02-21,54,49,241,313.4
15130,1,330.11,197,2011-06-23,2011-06-23,22,169,0,330.11
15132,5,977.9300000000001,679,2011-11-21,2011-03-22,49,17,244,195.59
15133,3,982.42,680,2011-08-04,2011-02-11,27,127,174,327.47
15134,8,1387.99,887,2011-11-25,2011-04-13,44,14,225,173.5
15135,1,139.05,43,2011-04-14,2011-04-14,9,238,0,139.05
15136,4,1286.7,776,2011-12-07,2011-09-04,61,2,93,321.68
15139,2,178.96,208,2011-04-14,2011-01-07,13,239,96,89.48
15140,7,2354.25,1572,2011-10-18,2011-03-20,74,51,211,336.32
15142,1,498.74,365,2011-10-24,2011-10-24,26,45,0,498.74
15143,1,259.45,150,2011-04-28,2011-04-28,14,225,0,259.45
15144,17,6580.44,3050,2011-12-01,2011-01-31,132,7,304,387.08
15145,4,1194.73,756,2011-12-05,2011-04-05,54,3,244,298.68
15146,2,1327.16,1473,2011-06-28,2011-02-21,90,164,126,663.58
15147,1,623.5,366,2011-04-13,2011-04-13,28,239,0,623.5
15148,1,301.29,187,2011-11-29,2011-11-29,20,10,0,301.29
15149,1,520.8000000000001,128,2011-07-29,2011-07-29,23,133,0,520.8
15150,10,5291.33,3642,2011-11-22,2011-03-15,282,16,251,529.13
15152,13,4745.69,2704,2011-11-30,2011-06-05,196,9,177,365.05
15153,1,329.25,198,2011-11-08,2011-11-08,22,30,0,329.25
15154,1,254.28,89,2011-09-25,2011-09-25,66,74,0,254.28
15156,3,961.49,597,2011-12-08,2011-11-06,51,0,32,320.5
15157,3,1936.07,2392,2011-12-06,2010-12-16,125,3,354,645.36
15158,1,401.40000000000003,198,2011-10-25,2011-10-25,7,44,0,401.4
15159,30,18641.010000000002,11441,2011-12-08,2010-12-13,363,1,359,621.37
15160,1,158.16,84,2010-12-17,2010-12-17,4,356,0,158.16
15163,2,304.47,186,2011-11-21,2011-05-31,29,17,173,152.24
15164,3,824.58,351,2011-10-02,2011-01-04,79,68,270,274.86
15165,1,487.75,160,2010-12-01,2010-12-01,27,372,0,487.75
15167,1,158.8,65,2011-01-23,2011-01-23,39,320,0,158.8
15168,1,106.56,52,2011-11-14,2011-11-14,5,25,0,106.56
15171,1,1289.5,290,2011-01-12,2011-01-12,5,330,0,1289.5
15172,5,1624.05,1611,2011-12-01,2011-04-17,106,8,227,324.81
15174,1,135.75,145,2011-01-21,2011-01-21,11,322,0,135.75
15175,1,224.14,454,2011-09-29,2011-09-29,23,71,0,224.14
15178,1,40.5,30,2011-03-24,2011-03-24,3,259,0,40.5
15179,5,2206.95,1938,2011-11-21,2011-01-24,91,17,300,441.39
15180,1,87.5,36,2010-12-07,2010-12-07,6,366,0,87.5
15181,3,689.4799999999999,544,2011-10-04,2011-03-15,11,65,203,229.83
15182,2,622.85,253,2011-07-08,2011-03-16,24,153,114,311.42
15184,2,402.2,199,2011-11-10,2011-06-02,59,28,161,201.1
15185,1,310.62,666,2011-09-30,2011-09-30,21,69,0,310.62
15186,2,411.41,215,2011-11-25,2011-06-24,17,13,154,205.7
15187,16,4777.18,1887,2011-12-08,2011-05-11,61,1,210,298.57
15189,41,16225.39,6149,2011-12-08,2011-01-11,80,0,331,395.74
15192,3,1044.32,918,2011-08-12,2010-12-09,36,119,245,348.11
15193,1,499.32,144,2011-10-10,2011-10-10,19,60,0,499.32
15194,15,7616.53,5703,2011-12-06,2010-12-06,209,2,365,507.77
15195,1,3861.0,1404,2011-12-07,2011-12-07,1,2,0,3861.0
15197,3,1079.6100000000001,469,2011-11-29,2010-12-16,30,10,347,359.87
15198,2,193.64,120,2011-09-08,2011-08-07,10,91,31,96.82
15199,4,1268.7,396,2011-10-11,2011-02-04,5,58,249,317.18
15201,5,1236.54,1210,2011-09-13,2011-04-06,35,86,160,247.31
15203,6,1827.8,1753,2011-11-14,2011-02-01,82,25,285,304.63
15204,1,316.58,258,2010-12-17,2010-12-17,9,356,0,316.58
15205,2,653.24,378,2011-09-15,2011-08-04,37,84,42,326.62
15206,4,420.29999999999995,162,2011-11-29,2011-03-09,3,9,265,105.07
15208,5,870.12,316,2011-12-08,2010-12-21,25,0,352,174.02
15210,1,331.18,228,2011-04-28,2011-04-28,20,224,0,331.18
15211,2,894.4100000000001,240,2011-10-10,2010-12-09,52,59,304,447.21
15212,1,101.8,36,2011-04-12,2011-04-12,5,240,0,101.8
15213,2,328.35,272,2011-01-25,2011-01-14,22,318,11,164.18
15214,8,1661.44,1254,2011-12-08,2011-04-11,109,1,241,207.68
15215,3,734.94,225,2011-10-24,2011-09-04,33,46,49,244.98
15216,1,96.6,28,2011-09-13,2011-09-13,2,87,0,96.6
15218,11,5756.89,3329,2011-11-29,2011-01-25,77,10,308,523.35
15219,1,305.75,45,2011-06-16,2011-06-16,9,175,0,305.75
15220,6,1778.96,1393,2011-10-19,2011-03-04,110,51,229,296.49
15221,1,403.25,43,2010-12-08,2010-12-08,5,365,0,403.25
15222,1,585.0,440,2011-01-25,2011-01-25,5,318,0,585.0
15223,2,755.75,213,2011-04-28,2011-04-04,14,225,23,377.88
15224,2,322.08,152,2010-12-16,2010-12-12,13,357,4,161.04
15225,1,409.40000000000003,226,2011-04-19,2011-04-19,23,233,0,409.4
15226,1,154.41,71,2011-02-02,2011-02-02,8,310,0,154.41
15227,5,1219.4,750,2011-11-03,2011-01-26,43,36,280,243.88
15228,4,3386.71,2255,2011-10-04,2011-02-18,110,65,228,846.68
15230,2,429.6,351,2011-04-14,2011-04-13,23,238,1,214.8
15232,2,612.06,686,2011-08-18,2011-07-22,26,112,27,306.03
15234,1,197.0,196,2011-03-08,2011-03-08,14,276,0,197.0
15235,12,2247.51,1324,2011-05-06,2010-12-01,132,217,155,187.29
15236,1,321.05,269,2011-02-14,2011-02-14,15,298,0,321.05
15237,4,1412.32,1071,2011-12-08,2011-04-26,94,1,225,353.08
15238,3,1071.99,692,2011-11-10,2011-06-08,49,28,154,357.33
15239,2,780.59,594,2011-11-29,2011-09-22,48,9,68,390.3
15240,5,1706.57,1369,2011-10-26,2011-02-01,58,44,267,341.31
15241,8,1756.44,1818,2011-10-04,2011-03-01,82,66,216,219.56
15243,1,316.68,185,2011-09-26,2011-09-26,22,73,0,316.68
15244,2,631.57,405,2011-10-05,2011-04-05,31,64,182,315.79
15245,3,2515.84,1784,2011-07-28,2011-03-23,55,133,127,838.61
15246,2,514.15,247,2011-04-15,2010-12-16,32,237,120,257.08
15247,1,356.0,160,2011-08-09,2011-08-09,6,121,0,356.0
15249,13,6688.46,3577,2011-11-08,2011-03-28,211,31,224,514.5
15251,11,10484.99,6171,2011-11-30,2011-04-12,97,8,232,953.18
15252,2,740.78,522,2011-11-03,2011-06-09,44,35,146,370.39
15253,5,918.1999999999999,866,2011-11-23,2011-06-23,52,15,153,183.64
15254,1,300.36,275,2011-08-04,2011-08-04,18,126,0,300.36
15255,1,890.85,489,2011-10-04,2011-10-04,47,66,0,890.85
15256,1,98.45,55,2011-07-14,2011-07-14,6,148,0,98.45
15257,1,317.15,46,2011-03-01,2011-03-01,7,282,0,317.15
15258,2,623.16,142,2011-06-24,2011-05-06,32,168,48,311.58
15260,7,1810.77,885,2011-08-31,2010-12-02,62,99,272,258.68
15261,1,254.82,270,2011-07-27,2011-07-27,19,134,0,254.82
15262,1,178.95000000000002,73,2011-01-20,2011-01-20,10,323,0,178.95
15263,1,156.51,89,2011-08-25,2011-08-25,12,106,0,156.51
15264,1,393.74,265,2011-10-06,2011-10-06,23,63,0,393.74
15265,2,1506.1200000000001,612,2011-07-11,2011-04-18,76,150,84,753.06
15266,1,119.3,18,2011-01-05,2011-01-05,6,337,0,119.3
15267,5,1717.36,944,2011-11-17,2011-06-10,8,21,160,343.47
15269,1,408.8,26,2011-11-16,2011-11-16,2,23,0,408.8
15270,7,2379.49,1521,2011-11-24,2011-02-02,22,15,294,339.93
15271,15,2493.34,1251,2011-12-02,2010-12-09,184,6,358,166.22
15272,2,721.94,310,2011-10-13,2011-09-14,63,56,28,360.97
15274,2,716.57,619,2011-12-05,2011-11-21,44,3,14,358.28
15275,1,615.14,498,2011-11-02,2011-11-02,41,37,0,615.14
15276,1,128.63,61,2011-10-04,2011-10-04,49,65,0,128.63
15277,1,255.89999999999998,205,2011-10-24,2011-10-24,12,46,0,255.9
15279,1,290.51,189,2010-12-20,2010-12-20,19,354,0,290.51
15280,1,113.12,154,2011-06-20,2011-06-20,16,171,0,113.12
15281,9,2332.15,1211,2011-10-12,2011-01-10,121,58,274,259.13
15286,1,240.55,55,2011-10-21,2011-10-21,3,49,0,240.55
15287,2,486.69,433,2011-11-17,2011-09-30,17,21,48,243.34
15288,5,2306.52,775,2011-10-27,2010-12-09,80,42,322,461.3
15289,3,939.78,1008,2011-11-10,2011-04-04,43,28,220,313.26
15290,18,7943.22,4501,2011-12-05,2010-12-15,93,4,354,441.29
15291,15,4668.3,2103,2011-11-14,2010-12-01,62,25,348,311.22
15292,1,178.39,55,2011-05-22,2011-05-22,24,200,0,178.39
15296,6,3672.86,1766,2011-10-20,2011-01-17,137,50,275,612.14
15297,3,641.94,292,2011-11-29,2011-10-07,30,9,53,213.98
15298,12,4799.9,3116,2011-12-07,2010-12-08,115,1,364,399.99
15299,7,4507.01,2948,2011-10-03,2010-12-02,7,66,304,643.86
15300,1,496.44,292,2011-10-06,2011-10-06,28,63,0,496.44
15301,12,5049.95,2751,2011-10-20,2010-12-06,167,50,317,420.83
15303,1,574.02,248,2011-02-22,2011-02-22,31,289,0,574.02
15304,8,694.4000000000001,104,2011-10-10,2010-12-06,8,60,307,86.8
15306,3,1174.35,810,2011-10-06,2011-07-14,57,63,83,391.45
15307,1,205.3,37,2011-09-05,2011-09-05,12,95,0,205.3
15308,1,310.47,175,2011-03-10,2011-03-10,19,273,0,310.47
15311,91,60632.75,38147,2011-12-09,2010-12-01,567,0,373,666.29
15312,4,924.85,516,2011-09-25,2010-12-20,42,74,279,231.21
15313,1,52.0,25,2011-08-21,2011-08-21,1,109,0,52.0
15314,1,327.97,313,2011-05-24,2011-05-24,24,198,0,327.97
15315,2,570.5,862,2011-10-06,2011-08-15,35,63,51,285.25
15316,1,165.0,100,2011-01-17,2011-01-17,1,326,0,165.0
15318,1,312.62,642,2011-12-06,2011-12-06,33,3,0,312.62
15319,1,204.5,175,2011-03-01,2011-03-01,16,283,0,204.5
15320,1,267.13,326,2011-10-26,2011-10-26,36,43,0,267.13
15321,3,2748.31,1181,2011-09-30,2011-02-21,83,70,220,916.1
15322,1,679.68,416,2011-09-15,2011-09-15,42,85,0,679.68
15325,1,161.74,231,2011-08-28,2011-08-28,47,103,0,161.74
15326,1,311.71,386,2011-01-10,2011-01-10,29,333,0,311.71
15327,1,208.75,116,2011-10-18,2011-10-18,10,52,0,208.75
15329,3,1049.7,486,2011-10-31,2011-06-21,51,38,132,349.9
15330,2,714.96,1312,2011-11-07,2011-10-10,10,31,28,357.48
15332,4,1661.06,652,2010-12-08,2010-12-05,29,365,3,415.26
15333,1,1028.56,344,2011-05-15,2011-05-15,16,207,0,1028.56
15334,3,350.82,273,2011-07-06,2011-06-19,67,156,16,116.94
15335,1,170.22,79,2011-10-17,2011-10-17,34,53,0,170.22
15339,2,574.07,416,2011-10-04,2011-01-25,77,65,251,287.04
15341,1,2020.52,812,2011-09-20,2011-09-20,17,80,0,2020.52
15342,1,406.09,283,2011-08-02,2011-08-02,24,129,0,406.09
15343,1,364.5,84,2011-09-13,2011-09-13,21,86,0,364.5
15344,3,563.94,116,2011-12-09,2011-09-26,21,0,73,187.98
15345,1,393.54,81,2011-10-25,2011-10-25,20,45,0,393.54
15346,1,252.42000000000002,144,2011-01-11,2011-01-11,17,332,0,252.42
15347,1,201.60000000000002,130,2010-12-08,2010-12-08,5,365,0,201.6
15348,1,158.04,84,2011-09-28,2011-09-28,9,71,0,158.04
15349,2,463.90999999999997,321,2011-07-04,2011-06-05,65,157,29,231.96
15350,1,115.65,51,2010-12-01,2010-12-01,5,372,0,115.65
15351,7,1934.66,742,2011-11-27,2010-12-05,157,11,357,276.38
15353,2,770.12,341,2011-03-30,2010-12-07,59,254,113,385.06
15355,2,277.05,45,2011-11-10,2011-10-17,9,28,23,138.52
15356,10,2718.03,1643,2011-11-08,2010-12-06,215,30,336,271.8
15358,22,8347.2,7050,2011-12-05,2010-12-09,292,4,360,379.42
15360,1,427.93,223,2011-10-31,2011-10-31,13,39,0,427.93
15361,1,418.92,336,2010-12-13,2010-12-13,7,361,0,418.92
15363,1,326.0,144,2010-12-02,2010-12-02,16,372,0,326.0
15364,2,913.19,493,2011-09-05,2011-03-30,29,95,158,456.6
15365,7,2314.32,1084,2011-11-14,2011-01-28,65,25,289,330.62
15366,2,602.51,621,2011-09-25,2010-12-16,37,74,282,301.26
15367,4,1877.59,1057,2011-10-13,2011-03-09,91,56,218,469.4
15368,1,446.94000000000005,230,2011-11-18,2011-11-18,4,20,0,446.94
15370,7,2386.05,830,2011-10-30,2011-01-11,65,40,291,340.86
15372,1,2007.3999999999999,2924,2011-07-25,2011-07-25,27,136,0,2007.4
15373,12,2415.91,500,2011-12-01,2010-12-03,74,7,363,201.33
15374,1,168.0,126,2011-08-03,2011-08-03,3,128,0,168.0
15376,3,1221.56,615,2011-10-30,2011-05-01,100,39,182,407.19
15379,7,3703.29,2305,2011-06-23,2010-12-16,145,168,189,529.04
15380,5,1690.2600000000002,376,2011-12-01,2010-12-09,22,8,356,338.05
15381,2,596.85,171,2011-05-10,2011-03-16,8,213,54,298.42
15382,6,5955.71,4012,2011-11-25,2011-02-17,193,14,280,992.62
15384,2,642.41,596,2011-06-23,2010-12-15,34,169,189,321.2
15385,1,316.88,161,2011-10-30,2011-10-30,12,39,0,316.88
15386,1,394.14,446,2011-06-06,2011-06-06,31,185,0,394.14
15388,1,140.54,88,2011-03-14,2011-03-14,10,269,0,140.54
15389,1,500.0,400,2011-06-20,2011-06-20,1,171,0,500.0
15392,4,1535.53,1277,2011-12-05,2010-12-14,74,4,355,383.88
15393,2,231.86,150,2011-11-23,2011-03-03,10,15,264,115.93
15394,4,2183.54,910,2011-11-30,2010-12-16,54,9,348,545.88
15395,1,107.45,17,2011-01-18,2011-01-18,7,325,0,107.45
15396,1,288.18,122,2011-08-19,2011-08-19,14,112,0,288.18
15397,1,94.0,20,2011-02-23,2011-02-23,6,289,0,94.0
15398,2,1345.53,769,2011-11-23,2011-09-22,60,15,62,672.76
15399,3,815.77,611,2011-12-08,2011-09-21,45,0,77,271.92
15400,5,716.2,390,2011-09-08,2011-03-06,10,91,186,143.24
15402,2,626.77,694,2011-07-14,2011-05-27,35,148,47,313.38
15405,1,349.1,193,2011-06-03,2011-06-03,8,188,0,349.1
15406,2,510.71000000000004,254,2011-11-08,2011-02-11,51,30,269,255.36
15407,4,1046.74,552,2011-11-06,2011-02-07,142,33,271,261.68
15408,1,267.18,106,2011-03-20,2011-03-20,34,263,0,267.18
15410,8,3450.84,1200,2011-09-16,2011-03-23,48,83,177,431.36
15411,4,1348.93,529,2011-11-13,2011-06-10,86,25,156,337.23
15412,1,190.53,108,2011-06-21,2011-06-21,10,170,0,190.53
15414,3,774.9000000000001,443,2011-11-30,2011-04-11,37,9,232,258.3
15415,1,559.61,551,2011-01-30,2011-01-30,46,312,0,559.61
15416,4,3984.32,2090,2011-10-06,2011-03-02,165,64,218,996.08
15417,1,508.8,284,2011-09-15,2011-09-15,28,84,0,508.8
15419,1,135.86,230,2011-11-15,2011-11-15,8,24,0,135.86
15421,4,950.36,500,2011-10-12,2011-02-02,40,58,251,237.59
15422,2,97.7,38,2011-01-20,2011-01-20,6,322,0,48.85
15423,1,43.5,101,2011-11-01,2011-11-01,2,37,0,43.5
15424,2,383.34,554,2011-03-30,2011-03-30,17,253,0,191.67
15426,5,1404.07,656,2011-11-20,2010-12-05,217,18,350,280.81
15427,3,1430.54,967,2011-11-06,2011-10-23,233,32,13,476.85
15428,1,93.78,102,2011-11-24,2011-11-24,6,14,0,93.78
15429,2,397.35,380,2011-11-13,2011-09-25,77,26,48,198.68
15432,1,171.19,65,2011-11-16,2011-11-16,10,22,0,171.19
15433,2,533.3,534,2011-05-10,2011-03-17,40,213,53,266.65
15434,5,1041.48,647,2011-12-01,2011-05-23,40,7,191,208.3
15435,1,149.29,54,2011-11-17,2011-11-17,29,21,0,149.29
15436,3,1067.75,574,2011-11-27,2011-04-19,243,11,221,355.92
15437,1,200.16,79,2011-03-22,2011-03-22,44,261,0,200.16
15438,1,156.57999999999998,59,2011-07-31,2011-07-31,25,130,0,156.58
15440,3,383.68,197,2011-10-16,2011-05-15,50,54,154,127.89
15442,1,594.0,120,2011-04-05,2011-04-05,2,248,0,594.0
15443,7,3213.59,1639,2011-12-08,2011-01-23,237,1,318,459.08
15444,2,1411.21,759,2011-11-30,2011-10-30,191,8,31,705.6
15445,1,113.5,58,2011-03-20,2011-03-20,5,263,0,113.5
15447,1,155.17,85,2011-01-13,2011-01-13,9,330,0,155.17
15448,1,494.64,232,2011-01-31,2011-01-31,28,312,0,494.64
15449,3,974.52,812,2011-11-13,2011-03-23,47,25,235,324.84
15450,1,429.84,376,2011-11-09,2011-11-09,30,29,0,429.84
15452,3,528.48,280,2011-11-10,2011-03-20,47,29,234,176.16
15453,7,1371.77,837,2011-12-08,2011-06-05,169,1,185,195.97
15454,1,179.1,86,2010-12-12,2010-12-12,23,361,0,179.1
15456,3,434.59000000000003,633,2011-03-01,2010-12-15,48,282,75,144.86
15457,1,237.07,132,2011-03-22,2011-03-22,56,261,0,237.07
15458,1,161.64,156,2011-11-14,2011-11-14,7,24,0,161.64
15460,1,214.26,107,2010-12-20,2010-12-20,53,353,0,214.26
15462,3,234.6,172,2011-09-06,2011-06-05,9,93,92,78.2
15463,1,126.14,106,2011-11-10,2011-11-10,7,28,0,126.14
15464,1,1044.65,348,2011-01-05,2011-01-05,155,337,0,1044.65
15465,18,7354.62,1257,2011-11-20,2010-12-05,43,19,349,408.59
15466,1,334.53,246,2011-09-15,2011-09-15,56,84,0,334.53
15467,3,524.88,310,2011-11-30,2011-07-10,41,8,142,174.96
15468,2,467.51,155,2011-10-19,2011-10-19,24,50,0,233.76
15469,2,538.55,153,2011-10-20,2011-08-11,24,49,69,269.27
15471,1,454.48,256,2011-12-07,2011-12-07,67,1,0,454.48
15472,1,371.56,251,2011-08-18,2011-08-18,76,112,0,371.56
15473,7,1771.2,672,2011-11-25,2011-10-10,4,13,46,253.03
15475,1,454.10999999999996,319,2011-09-23,2011-09-23,29,76,0,454.11
15478,2,1399.92,575,2011-10-30,2011-10-14,34,39,16,699.96
15480,1,905.5,303,2011-08-15,2011-08-15,45,115,0,905.5
15482,12,10879.76,5004,2011-11-24,2010-12-16,46,15,343,906.65
15483,4,225.26,291,2011-07-01,2011-03-18,74,160,105,56.32
15484,4,3590.41,3150,2011-12-08,2011-09-22,135,0,77,897.6
15485,3,2564.5,1281,2011-11-09,2010-12-01,59,29,343,854.83
15488,1,91.32000000000001,73,2011-09-08,2011-09-08,2,92,0,91.32
15489,3,1134.28,608,2011-11-17,2011-05-12,47,22,188,378.09
15491,6,3100.09,1646,2011-09-05,2011-04-18,108,94,140,516.68
15492,2,659.4599999999999,483,2011-11-11,2011-09-26,32,27,46,329.73
15493,5,1953.41,551,2011-11-07,2011-03-14,177,32,238,390.68
15494,2,1280.58,1139,2011-11-18,2011-08-10,120,20,99,640.29
15497,2,1262.2,624,2011-11-22,2011-01-24,13,17,302,631.1
15498,27,13316.4,6105,2011-12-07,2010-12-08,360,2,364,493.2
15500,4,1131.56,572,2011-12-01,2011-09-19,64,7,73,282.89
15502,12,10384.93,4236,2011-11-24,2010-12-05,164,15,353,865.41
15503,1,141.04,70,2010-12-12,2010-12-12,66,362,0,141.04
15504,1,52.83,33,2011-09-19,2011-09-19,13,80,0,52.83
15505,5,3610.96,2390,2011-10-18,2011-07-07,90,52,102,722.19
15506,3,972.08,842,2011-11-17,2011-07-24,121,22,116,324.03
15507,1,475.86,160,2011-06-21,2011-06-21,41,171,0,475.86
15508,6,1000.27,440,2011-06-03,2011-04-18,78,188,46,166.71
15510,1,250.0,2,2011-01-13,2011-01-13,1,330,0,250.0
15511,5,900.53,269,2011-11-28,2011-09-15,117,11,73,180.11
15512,2,121.0,68,2011-07-07,2010-12-15,7,155,203,60.5
15513,19,14758.220000000001,5709,2011-11-06,2010-12-01,183,32,340,776.75
15514,11,4023.7200000000003,2098,2011-11-27,2010-12-10,96,11,352,365.79
15516,3,62.43,27,2011-10-26,2011-10-24,15,44,1,20.81
15517,1,267.03,293,2011-04-20,2011-04-20,27,232,0,267.03
15518,8,1921.55,1263,2011-10-06,2011-01-11,135,63,268,240.19
15520,1,343.5,314,2011-12-08,2011-12-08,18,1,0,343.5
15521,8,3000.2,1836,2011-10-30,2011-03-30,116,39,214,375.02
15522,2,397.99,572,2011-11-07,2011-09-13,47,32,54,199.0
15523,1,412.01000000000005,132,2011-09-16,2011-09-16,10,83,0,412.01
15524,1,440.0,4,2011-11-15,2011-11-15,1,24,0,440.0
15525,3,734.37,387,2011-12-07,2010-12-01,133,1,371,244.79
15526,2,148.44,24,2011-11-06,2011-11-06,4,32,0,74.22
15527,8,2428.53,991,2011-11-21,2010-12-20,127,18,335,303.57
15528,1,229.33,123,2011-03-30,2011-03-30,26,253,0,229.33
15529,11,3962.6,3455,2011-11-17,2010-12-08,415,22,343,360.24
15530,4,1497.31,938,2011-11-18,2011-04-07,90,21,225,374.33
15531,2,1972.39,1085,2011-12-01,2011-11-09,196,7,22,986.2
15532,4,1564.73,515,2011-11-14,2010-12-16,205,24,332,391.18
15533,3,807.57,289,2011-11-20,2011-09-11,73,18,69,269.19
15535,4,502.9,135,2011-06-19,2011-01-16,55,172,154,125.72
15537,1,110.92,29,2011-06-29,2011-06-29,24,162,0,110.92
15539,1,538.46,410,2011-12-02,2011-12-02,41,6,0,538.46
15540,1,213.3,200,2011-11-28,2011-11-28,15,10,0,213.3
15541,1,85.13000000000001,49,2011-08-17,2011-08-17,29,113,0,85.13
15543,1,127.86,86,2011-02-24,2011-02-24,26,287,0,127.86
15544,9,3546.71,3109,2011-11-30,2010-12-02,122,8,363,394.08
15545,2,288.96999999999997,162,2011-10-16,2010-12-03,78,53,316,144.48
15547,14,4910.6,3999,2011-12-02,2010-12-12,441,6,354,350.76
15549,3,1681.46,694,2011-09-23,2011-01-27,104,76,239,560.49
15550,4,575.63,295,2011-12-05,2011-02-11,43,3,297,143.91
15551,1,436.06,218,2011-11-03,2011-11-03,29,36,0,436.06
15552,1,90.12,60,2011-05-06,2011-05-06,17,216,0,90.12
15553,1,428.93,449,2011-10-10,2011-10-10,51,59,0,428.93
15554,1,217.2,74,2011-03-07,2011-03-07,14,277,0,217.2
15555,16,4794.86,4427,2011-11-27,2010-12-05,401,11,357,299.68
15556,1,279.77,236,2011-11-15,2011-11-15,31,23,0,279.77
15557,1,468.91,213,2011-11-11,2011-11-11,16,28,0,468.91
15561,4,800.59,267,2011-11-28,2011-05-08,27,11,203,200.15
15562,1,134.55,39,2010-12-23,2010-12-23,1,351,0,134.55
15563,4,1400.44,1501,2011-11-17,2010-12-16,88,21,336,350.11
15565,2,173.16,60,2011-10-20,2011-09-30,8,49,20,86.58
15567,1,186.01,223,2011-11-21,2011-11-21,7,18,0,186.01
15568,3,758.29,461,2011-12-07,2011-09-27,27,2,70,252.76
15569,5,1375.71,666,2011-08-28,2011-01-11,27,103,228,275.14
15570,12,4148.82,2063,2011-12-02,2010-12-05,231,6,362,345.73
15571,4,650.4300000000001,264,2011-11-28,2011-09-22,47,11,66,162.61
15572,7,2533.42,1213,2011-12-05,2011-03-06,166,4,273,361.92
15573,2,591.1899999999999,355,2011-11-08,2011-09-15,88,31,53,295.59
15574,4,675.64,332,2011-06-15,2010-12-02,131,177,194,168.91
15576,1,921.37,394,2011-11-02,2011-11-02,43,37,0,921.37
15577,3,258.88,89,2011-07-11,2011-02-07,39,150,154,86.29
15578,1,127.1,52,2011-06-30,2011-06-30,13,161,0,127.1
15579,2,327.6,117,2011-10-02,2011-01-30,45,68,245,163.8
15581,13,3675.77,283,2011-08-11,2010-12-08,134,120,245,282.75
15582,3,682.9100000000001,453,2011-11-15,2011-05-03,39,24,195,227.64
15584,4,720.86,313,2011-11-16,2011-06-30,89,23,138,180.22
15585,1,455.3,320,2011-06-16,2011-06-16,31,176,0,455.3
15587,4,913.6800000000001,312,2011-10-20,2010-12-23,3,49,301,228.42
15589,3,478.53000000000003,243,2011-03-29,2011-02-02,28,255,54,159.51
15592,1,388.58,354,2011-10-24,2011-10-24,24,46,0,388.58
15593,1,199.8,60,2011-09-30,2011-09-30,5,70,0,199.8
15594,5,1771.78,983,2011-11-24,2011-04-19,85,15,218,354.36
15596,5,1406.59,561,2011-08-31,2010-12-09,51,100,264,281.32
15597,1,324.57,279,2011-11-04,2011-11-04,22,34,0,324.57
15598,1,240.68,160,2011-10-17,2011-10-17,14,52,0,240.68
15599,2,761.74,718,2011-11-13,2011-05-19,50,26,177,380.87
15601,14,6776.56,4983,2011-11-28,2010-12-02,230,10,361,484.04
15602,9,1297.8700000000001,1137,2011-12-01,2010-12-06,30,7,359,144.21
15603,1,48.480000000000004,96,2011-09-22,2011-09-22,2,78,0,48.48
15604,1,216.39,159,2011-10-18,2011-10-18,17,51,0,216.39
15605,5,1198.23,441,2011-11-03,2010-12-01,61,35,337,239.65
15606,9,2920.16,892,2011-10-09,2011-01-19,48,60,263,324.46
15607,1,104.76,202,2011-01-07,2011-01-07,13,336,0,104.76
15608,4,1093.68,714,2011-11-11,2011-08-11,59,27,92,273.42
15609,1,298.48,148,2011-06-08,2011-06-08,16,183,0,298.48
15610,1,112.46000000000001,66,2011-10-19,2011-10-19,6,51,0,112.46
15611,13,1591.45,504,2011-11-30,2011-01-09,23,9,325,122.42
15612,2,195.15,52,2011-11-03,2011-10-09,4,35,25,97.58
15615,23,10399.74,5508,2011-11-29,2010-12-15,184,9,348,452.16
15618,4,776.851,454,2011-11-07,2011-07-26,39,32,103,194.21
15619,1,336.40000000000003,136,2011-11-29,2011-11-29,3,10,0,336.4
15620,3,1553.18,915,2011-10-14,2010-12-16,92,56,301,517.73
15621,4,1293.03,501,2011-12-05,2011-11-18,11,3,17,323.26
15622,9,3709.56,1674,2011-10-27,2011-03-02,169,42,239,412.17
15623,1,301.03,125,2011-07-21,2011-07-21,19,140,0,301.03
15624,4,588.13,357,2011-08-15,2011-03-28,26,116,139,147.03
15625,4,1534.26,1188,2011-08-28,2011-04-18,44,103,131,383.56
15626,2,675.8,766,2011-09-26,2011-01-14,49,74,254,337.9
15628,9,2870.2400000000002,1894,2011-12-05,2010-12-08,85,4,362,318.92
15630,2,1186.35,800,2011-10-25,2011-05-19,57,44,159,593.17
15632,8,3285.31,2109,2011-11-24,2011-03-10,107,15,259,410.66
15634,1,243.55,99,2011-11-22,2011-11-22,15,16,0,243.55
15636,2,724.76,284,2011-09-11,2011-03-02,20,89,192,362.38
15637,1,223.36,128,2011-10-18,2011-10-18,15,52,0,223.36
15639,1,425.32,323,2011-07-28,2011-07-28,25,133,0,425.32
15640,15,12416.11,6572,2011-12-05,2010-12-02,240,3,367,827.74
15641,4,1887.2,1562,2011-08-26,2010-12-15,102,104,253,471.8
15643,3,664.0,246,2011-06-01,2011-03-02,31,191,90,221.33
15644,4,803.54,550,2011-06-26,2011-03-23,166,165,94,200.88
