CustomerID,segment,cluster,days_since_last_purchase,purchase_frequency,total_revenue,unique_products,avg_order_value,customer_lifespan_days
15159,VIP Customer,2,1,30,18641.01,363,621.37,359
15160,Low Value Customer,0,356,1,158.16,4,158.16,0
15163,Regular Customer,1,17,2,304.47,29,152.24,173
15164,Regular Customer,1,68,3,824.58,79,274.86,270
15165,Low Value Customer,0,372,1,487.75,27,487.75,0
15167,Low Value Customer,0,320,1,158.8,39,158.8,0
15168,Regular Customer,1,25,1,106.56,5,106.56,0
15171,Low Value Customer,0,330,1,1289.5,5,1289.5,0
15172,Regular Customer,1,8,5,1624.05,106,324.81,227
15174,Low Value Customer,0,322,1,135.75,11,135.75,0
15175,Regular Customer,1,71,1,224.14,23,224.14,0
15178,Low Value Customer,0,259,1,40.5,3,40.5,0
15179,Regular Customer,1,17,5,2206.95,91,441.39,300
15180,Low Value Customer,0,366,1,87.5,6,87.5,0
15181,Regular Customer,1,65,3,689.4799999999999,11,229.83,203
15182,Low Value Customer,0,153,2,622.85,24,311.42,114
15184,Regular Customer,1,28,2,402.2,59,201.1,161
15185,Regular Customer,1,69,1,310.62,21,310.62,0
15186,Regular Customer,1,13,2,411.41,17,205.7,154
15187,VIP Customer,2,1,16,4777.18,61,298.57,210
15189,VIP Customer,2,0,41,16225.39,80,395.74,331
15192,Regular Customer,1,119,3,1044.32,36,348.11,245
15193,Regular Customer,1,60,1,499.32,19,499.32,0
15194,VIP Customer,2,2,15,7616.53,209,507.77,365
15195,Regular Customer,1,2,1,3861.0,1,3861.0,0
15197,Regular Customer,1,10,3,1079.61,30,359.87,347
15198,Regular Customer,1,91,2,193.64,10,96.82,31
15199,Regular Customer,1,58,4,1268.7,5,317.18,249
15201,Regular Customer,1,86,5,1236.54,35,247.31,160
15203,Regular Customer,1,25,6,1827.8,82,304.63,285
15204,Low Value Customer,0,356,1,316.58,9,316.58,0
15205,Regular Customer,1,84,2,653.24,37,326.62,42
15206,Regular Customer,1,9,4,420.3,3,105.07,265
15208,Regular Customer,1,0,5,870.12,25,174.02,352
15210,Low Value Customer,0,224,1,331.18,20,331.18,0
15211,Regular Customer,1,59,2,894.4100000000001,52,447.21,304
15212,Low Value Customer,0,240,1,101.8,5,101.8,0
15213,Low Value Customer,0,318,2,328.35,22,164.18,11
15214,Regular Customer,1,1,8,1661.44,109,207.68,241
15215,Regular Customer,1,46,3,734.94,33,244.98,49
15216,Regular Customer,1,87,1,96.6,2,96.6,0
15218,VIP Customer,2,10,11,5756.89,77,523.35,308
15219,Low Value Customer,0,175,1,305.75,9,305.75,0
15220,Regular Customer,1,51,6,1778.96,110,296.49,229
15221,Low Value Customer,0,365,1,403.25,5,403.25,0
15222,Low Value Customer,0,318,1,585.0,5,585.0,0
15223,Low Value Customer,0,225,2,755.75,14,377.88,23
15224,Low Value Customer,0,357,2,322.08,13,161.04,4
15225,Low Value Customer,0,233,1,409.4,23,409.4,0
15226,Low Value Customer,0,310,1,154.41,8,154.41,0
15227,Regular Customer,1,36,5,1219.4,43,243.88,280
15228,Regular Customer,1,65,4,3386.71,110,846.68,228
15230,Low Value Customer,0,238,2,429.6,23,214.8,1
15232,Regular Customer,1,112,2,612.06,26,306.03,27
15234,Low Value Customer,0,276,1,197.0,14,197.0,0
15235,Low Value Customer,0,217,12,2247.51,132,187.29,155
15236,Low Value Customer,0,298,1,321.05,15,321.05,0
15237,Regular Customer,1,1,4,1412.32,94,353.08,225
15238,Regular Customer,1,28,3,1071.99,49,357.33,154
15239,Regular Customer,1,9,2,780.59,48,390.3,68
15240,Regular Customer,1,44,5,1706.57,58,341.31,267
15241,Regular Customer,1,66,8,1756.44,82,219.56,216
15243,Regular Customer,1,73,1,316.68,22,316.68,0
15244,Regular Customer,1,64,2,631.57,31,315.79,182
15245,Regular Customer,1,133,3,2515.84,55,838.61,127
15246,Low Value Customer,0,237,2,514.15,32,257.08,120
15247,Regular Customer,1,121,1,356.0,6,356.0,0
15249,VIP Customer,2,31,13,6688.46,211,514.5,224
15251,VIP Customer,2,8,11,10484.99,97,953.18,232
15252,Regular Customer,1,35,2,740.78,44,370.39,146
15253,Regular Customer,1,15,5,918.2,52,183.64,153
15254,Regular Customer,1,126,1,300.36,18,300.36,0
15255,Regular Customer,1,66,1,890.85,47,890.85,0
15256,Low Value Customer,0,148,1,98.45,6,98.45,0
15257,Low Value Customer,0,282,1,317.15,7,317.15,0
15258,Low Value Customer,0,168,2,623.16,32,311.58,48
15260,Regular Customer,1,99,7,1810.77,62,258.68,272
15261,Regular Customer,1,134,1,254.82,19,254.82,0
15262,Low Value Customer,0,323,1,178.95000000000002,10,178.95,0
15263,Regular Customer,1,106,1,156.51,12,156.51,0
15264,Regular Customer,1,63,1,393.74,23,393.74,0
15265,Low Value Customer,0,150,2,1506.12,76,753.06,84
15266,Low Value Customer,0,337,1,119.3,6,119.3,0
15267,Regular Customer,1,21,5,1717.36,8,343.47,160
15269,Regular Customer,1,23,1,408.8,2,408.8,0
15270,Regular Customer,1,15,7,2379.49,22,339.93,294
15271,VIP Customer,2,6,15,2493.34,184,166.22,358
15272,Regular Customer,1,56,2,721.94,63,360.97,28
15274,Regular Customer,1,3,2,716.57,44,358.28,14
15275,Regular Customer,1,37,1,615.14,41,615.14,0
15276,Regular Customer,1,65,1,128.63,49,128.63,0
15277,Regular Customer,1,46,1,255.9,12,255.9,0
15279,Low Value Customer,0,354,1,290.51,19,290.51,0
15280,Low Value Customer,0,171,1,113.12,16,113.12,0
15281,Regular Customer,1,58,9,2332.15,121,259.13,274
15286,Regular Customer,1,49,1,240.55,3,240.55,0
15287,Regular Customer,1,21,2,486.69,17,243.34,48
15288,Regular Customer,1,42,5,2306.52,80,461.3,322
15289,Regular Customer,1,28,3,939.78,43,313.26,220
15290,VIP Customer,2,4,18,7943.22,93,441.29,354
15291,VIP Customer,2,25,15,4668.3,62,311.22,348
15292,Low Value Customer,0,200,1,178.39,24,178.39,0
15296,Regular Customer,1,50,6,3672.86,137,612.14,275
15297,Regular Customer,1,9,3,641.94,30,213.98,53
15298,VIP Customer,2,1,12,4799.9,115,399.99,364
15299,Regular Customer,1,66,7,4507.01,7,643.86,304
15300,Regular Customer,1,63,1,496.44,28,496.44,0
15301,VIP Customer,2,50,12,5049.95,167,420.83,317
15303,Low Value Customer,0,289,1,574.02,31,574.02,0
15304,Regular Customer,1,60,8,694.4000000000001,8,86.8,307
15306,Regular Customer,1,63,3,1174.35,57,391.45,83
15307,Regular Customer,1,95,1,205.3,12,205.3,0
15308,Low Value Customer,0,273,1,310.47,19,310.47,0
15312,Regular Customer,1,74,4,924.85,42,231.21,279
15313,Regular Customer,1,109,1,52.0,1,52.0,0
15314,Low Value Customer,0,198,1,327.97,24,327.97,0
15315,Regular Customer,1,63,2,570.5,35,285.25,51
15316,Low Value Customer,0,326,1,165.0,1,165.0,0
15318,Regular Customer,1,3,1,312.62,33,312.62,0
15319,Low Value Customer,0,283,1,204.5,16,204.5,0
15320,Regular Customer,1,43,1,267.13,36,267.13,0
15321,Regular Customer,1,70,3,2748.31,83,916.1,220
15322,Regular Customer,1,85,1,679.68,42,679.68,0
15325,Regular Customer,1,103,1,161.74,47,161.74,0
15326,Low Value Customer,0,333,1,311.71,29,311.71,0
15327,Regular Customer,1,52,1,208.75,10,208.75,0
15329,Regular Customer,1,38,3,1049.7,51,349.9,132
15330,Regular Customer,1,31,2,714.96,10,357.48,28
15332,Low Value Customer,0,365,4,1661.06,29,415.26,3
15333,Low Value Customer,0,207,1,1028.56,16,1028.56,0
15334,Low Value Customer,0,156,3,350.82,67,116.94,16
15335,Regular Customer,1,53,1,170.22,34,170.22,0
15339,Regular Customer,1,65,2,574.07,77,287.04,251
15341,Regular Customer,1,80,1,2020.52,17,2020.52,0
15342,Regular Customer,1,129,1,406.09,24,406.09,0
15343,Regular Customer,1,86,1,364.5,21,364.5,0
15344,Regular Customer,1,0,3,563.94,21,187.98,73
15345,Regular Customer,1,45,1,393.54,20,393.54,0
15346,Low Value Customer,0,332,1,252.42,17,252.42,0
15347,Low Value Customer,0,365,1,201.6,5,201.6,0
15348,Regular Customer,1,71,1,158.04,9,158.04,0
15349,Low Value Customer,0,157,2,463.91,65,231.96,29
15350,Low Value Customer,0,372,1,115.65,5,115.65,0
15351,Regular Customer,1,11,7,1934.66,157,276.38,357
15353,Low Value Customer,0,254,2,770.12,59,385.06,113
15355,Regular Customer,1,28,2,277.05,9,138.52,23
15356,Regular Customer,1,30,10,2718.03,215,271.8,336
15358,VIP Customer,2,4,22,8347.2,292,379.42,360
15360,Regular Customer,1,39,1,427.93,13,427.93,0
15361,Low Value Customer,0,361,1,418.92,7,418.92,0
15363,Low Value Customer,0,372,1,326.0,16,326.0,0
15364,Regular Customer,1,95,2,913.19,29,456.6,158
15365,Regular Customer,1,25,7,2314.32,65,330.62,289
15366,Regular Customer,1,74,2,602.51,37,301.26,282
15367,Regular Customer,1,56,4,1877.59,91,469.4,218
15368,Regular Customer,1,20,1,446.94000000000005,4,446.94,0
15370,Regular Customer,1,40,7,2386.05,65,340.86,291
15372,Regular Customer,1,136,1,2007.4,27,2007.4,0
15373,Regular Customer,1,7,12,2415.91,74,201.33,363
15374,Regular Customer,1,128,1,168.0,3,168.0,0
15376,Regular Customer,1,39,3,1221.56,100,407.19,182
15379,Regular Customer,1,168,7,3703.29,145,529.04,189
15380,Regular Customer,1,8,5,1690.2600000000002,22,338.05,356
15381,Low Value Customer,0,213,2,596.85,8,298.42,54
15382,VIP Customer,2,14,6,5955.71,193,992.62,280
15384,Low Value Customer,0,169,2,642.41,34,321.2,189
15385,Regular Customer,1,39,1,316.88,12,316.88,0
15386,Low Value Customer,0,185,1,394.14,31,394.14,0
15388,Low Value Customer,0,269,1,140.54,10,140.54,0
15389,Low Value Customer,0,171,1,500.0,1,500.0,0
15392,Regular Customer,1,4,4,1535.53,74,383.88,355
15393,Regular Customer,1,15,2,231.86,10,115.93,264
15394,Regular Customer,1,9,4,2183.54,54,545.88,348
15395,Low Value Customer,0,325,1,107.45,7,107.45,0
15396,Regular Customer,1,112,1,288.18,14,288.18,0
15397,Low Value Customer,0,289,1,94.0,6,94.0,0
15398,Regular Customer,1,15,2,1345.53,60,672.76,62
15399,Regular Customer,1,0,3,815.77,45,271.92,77
15400,Regular Customer,1,91,5,716.2,10,143.24,186
15402,Low Value Customer,0,148,2,626.77,35,313.38,47
15405,Low Value Customer,0,188,1,349.1,8,349.1,0
15406,Regular Customer,1,30,2,510.71,51,255.36,269
15407,Regular Customer,1,33,4,1046.74,142,261.68,271
15408,Low Value Customer,0,263,1,267.18,34,267.18,0
15410,Regular Customer,1,83,8,3450.84,48,431.36,177
15411,Regular Customer,1,25,4,1348.93,86,337.23,156
15412,Low Value Customer,0,170,1,190.53,10,190.53,0
15414,Regular Customer,1,9,3,774.9000000000001,37,258.3,232
15415,Low Value Customer,0,312,1,559.61,46,559.61,0
15416,Regular Customer,1,64,4,3984.32,165,996.08,218
15417,Regular Customer,1,84,1,508.8,28,508.8,0
15419,Regular Customer,1,24,1,135.86,8,135.86,0
15421,Regular Customer,1,58,4,950.36,40,237.59,251
15422,Low Value Customer,0,322,2,97.7,6,48.85,0
15423,Regular Customer,1,37,1,43.5,2,43.5,0
15424,Low Value Customer,0,253,2,383.34,17,191.67,0
15426,Regular Customer,1,18,5,1404.07,217,280.81,350
15427,Regular Customer,1,32,3,1430.54,233,476.85,13
15428,Regular Customer,1,14,1,93.78,6,93.78,0
15429,Regular Customer,1,26,2,397.35,77,198.68,48
15432,Regular Customer,1,22,1,171.19,10,171.19,0
15433,Low Value Customer,0,213,2,533.3,40,266.65,53
15434,Regular Customer,1,7,5,1041.48,40,208.3,191
15435,Regular Customer,1,21,1,149.29,29,149.29,0
15436,Regular Customer,1,11,3,1067.75,243,355.92,221
15437,Low Value Customer,0,261,1,200.16,44,200.16,0
15438,Regular Customer,1,130,1,156.57999999999998,25,156.58,0
15440,Regular Customer,1,54,3,383.68,50,127.89,154
15442,Low Value Customer,0,248,1,594.0,2,594.0,0
15443,Regular Customer,1,1,7,3213.59,237,459.08,318
15444,Regular Customer,1,8,2,1411.21,191,705.6,31
15445,Low Value Customer,0,263,1,113.5,5,113.5,0
15447,Low Value Customer,0,330,1,155.17,9,155.17,0
15448,Low Value Customer,0,312,1,494.64,28,494.64,0
15449,Regular Customer,1,25,3,974.52,47,324.84,235
15450,Regular Customer,1,29,1,429.84,30,429.84,0
15452,Regular Customer,1,29,3,528.48,47,176.16,234
15453,Regular Customer,1,1,7,1371.77,169,195.97,185
15454,Low Value Customer,0,361,1,179.1,23,179.1,0
15456,Low Value Customer,0,282,3,434.59,48,144.86,75
15457,Low Value Customer,0,261,1,237.07,56,237.07,0
15458,Regular Customer,1,24,1,161.64,7,161.64,0
15460,Low Value Customer,0,353,1,214.26,53,214.26,0
15462,Regular Customer,1,93,3,234.6,9,78.2,92
15463,Regular Customer,1,28,1,126.14,7,126.14,0
15464,Low Value Customer,0,337,1,1044.65,155,1044.65,0
15465,VIP Customer,2,19,18,7354.62,43,408.59,349
15466,Regular Customer,1,84,1,334.53,56,334.53,0
15467,Regular Customer,1,8,3,524.88,41,174.96,142
15468,Regular Customer,1,50,2,467.51,24,233.76,0
15469,Regular Customer,1,49,2,538.55,24,269.27,69
15471,Regular Customer,1,1,1,454.48,67,454.48,0
15472,Regular Customer,1,112,1,371.56,76,371.56,0
15473,Regular Customer,1,13,7,1771.2,4,253.03,46
15475,Regular Customer,1,76,1,454.11,29,454.11,0
15478,Regular Customer,1,39,2,1399.92,34,699.96,16
15480,Regular Customer,1,115,1,905.5,45,905.5,0
15482,VIP Customer,2,15,12,10879.76,46,906.65,343
15483,Low Value Customer,0,160,4,225.26,74,56.32,105
15484,Regular Customer,1,0,4,3590.41,135,897.6,77
15485,Regular Customer,1,29,3,2564.5,59,854.83,343
15488,Regular Customer,1,92,1,91.32,2,91.32,0
15489,Regular Customer,1,22,3,1134.28,47,378.09,188
15491,Regular Customer,1,94,6,3100.09,108,516.68,140
15492,Regular Customer,1,27,2,659.4599999999999,32,329.73,46
15493,Regular Customer,1,32,5,1953.41,177,390.68,238
15494,Regular Customer,1,20,2,1280.58,120,640.29,99
15497,Regular Customer,1,17,2,1262.2,13,631.1,302
15498,VIP Customer,2,2,27,13316.4,360,493.2,364
15500,Regular Customer,1,7,4,1131.56,64,282.89,73
15502,VIP Customer,2,15,12,10384.93,164,865.41,353
15503,Low Value Customer,0,362,1,141.04,66,141.04,0
15504,Regular Customer,1,80,1,52.83,13,52.83,0
15505,Regular Customer,1,52,5,3610.96,90,722.19,102
15506,Regular Customer,1,22,3,972.08,121,324.03,116
15507,Low Value Customer,0,171,1,475.86,41,475.86,0
15508,Low Value Customer,0,188,6,1000.27,78,166.71,46
15510,Low Value Customer,0,330,1,250.0,1,250.0,0
15511,Regular Customer,1,11,5,900.53,117,180.11,73
15512,Low Value Customer,0,155,2,121.0,7,60.5,203
15513,VIP Customer,2,32,19,14758.22,183,776.75,340
15514,VIP Customer,2,11,11,4023.72,96,365.79,352
15516,Regular Customer,1,44,3,62.43,15,20.81,1
15517,Low Value Customer,0,232,1,267.03,27,267.03,0
15518,Regular Customer,1,63,8,1921.55,135,240.19,268
15520,Regular Customer,1,1,1,343.5,18,343.5,0
15521,Regular Customer,1,39,8,3000.2,116,375.02,214
15522,Regular Customer,1,32,2,397.99,47,199.0,54
15523,Regular Customer,1,83,1,412.0100000000001,10,412.01,0
15524,Regular Customer,1,24,1,440.0,1,440.0,0
15525,Regular Customer,1,1,3,734.37,133,244.79,371
15526,Regular Customer,1,32,2,148.44,4,74.22,0
15527,Regular Customer,1,18,8,2428.53,127,303.57,335
15528,Low Value Customer,0,253,1,229.33,26,229.33,0
15529,VIP Customer,2,22,11,3962.6,415,360.24,343
15530,Regular Customer,1,21,4,1497.31,90,374.33,225
15531,Regular Customer,1,7,2,1972.39,196,986.2,22
15532,Regular Customer,1,24,4,1564.73,205,391.18,332
15533,Regular Customer,1,18,3,807.57,73,269.19,69
15535,Low Value Customer,0,172,4,502.9,55,125.72,154
15537,Low Value Customer,0,162,1,110.92,24,110.92,0
15539,Regular Customer,1,6,1,538.46,41,538.46,0
15540,Regular Customer,1,10,1,213.3,15,213.3,0
15541,Regular Customer,1,113,1,85.13000000000001,29,85.13,0
15543,Low Value Customer,0,287,1,127.86,26,127.86,0
15544,Regular Customer,1,8,9,3546.71,122,394.08,363
15545,Regular Customer,1,53,2,288.97,78,144.48,316
15547,VIP Customer,2,6,14,4910.6,441,350.76,354
15549,Regular Customer,1,76,3,1681.46,104,560.49,239
15550,Regular Customer,1,3,4,575.63,43,143.91,297
15551,Regular Customer,1,36,1,436.06,29,436.06,0
15552,Low Value Customer,0,216,1,90.12,17,90.12,0
15553,Regular Customer,1,59,1,428.93,51,428.93,0
15554,Low Value Customer,0,277,1,217.2,14,217.2,0
15555,VIP Customer,2,11,16,4794.86,401,299.68,357
15556,Regular Customer,1,23,1,279.77,31,279.77,0
15557,Regular Customer,1,28,1,468.91,16,468.91,0
15561,Regular Customer,1,11,4,800.59,27,200.15,203
15562,Low Value Customer,0,351,1,134.55,1,134.55,0
15563,Regular Customer,1,21,4,1400.44,88,350.11,336
15565,Regular Customer,1,49,2,173.16,8,86.58,20
15567,Regular Customer,1,18,1,186.01,7,186.01,0
15568,Regular Customer,1,2,3,758.29,27,252.76,70
15569,Regular Customer,1,103,5,1375.71,27,275.14,228
15570,VIP Customer,2,6,12,4148.82,231,345.73,362
15571,Regular Customer,1,11,4,650.4300000000001,47,162.61,66
15572,Regular Customer,1,4,7,2533.42,166,361.92,273
15573,Regular Customer,1,31,2,591.1899999999999,88,295.59,53
15574,Low Value Customer,0,177,4,675.64,131,168.91,194
15576,Regular Customer,1,37,1,921.37,43,921.37,0
15577,Low Value Customer,0,150,3,258.88,39,86.29,154
15578,Low Value Customer,0,161,1,127.1,13,127.1,0
15579,Regular Customer,1,68,2,327.6,45,163.8,245
15581,VIP Customer,2,120,13,3675.77,134,282.75,245
15582,Regular Customer,1,24,3,682.9100000000001,39,227.64,195
15584,Regular Customer,1,23,4,720.86,89,180.22,138
15585,Low Value Customer,0,176,1,455.3,31,455.3,0
15587,Regular Customer,1,49,4,913.68,3,228.42,301
15589,Low Value Customer,0,255,3,478.53,28,159.51,54
15592,Regular Customer,1,46,1,388.58,24,388.58,0
15593,Regular Customer,1,70,1,199.8,5,199.8,0
15594,Regular Customer,1,15,5,1771.78,85,354.36,218
15596,Regular Customer,1,100,5,1406.59,51,281.32,264
15597,Regular Customer,1,34,1,324.57,22,324.57,0
15598,Regular Customer,1,52,1,240.68,14,240.68,0
15599,Regular Customer,1,26,2,761.74,50,380.87,177
15601,VIP Customer,2,10,14,6776.56,230,484.04,361
15602,Regular Customer,1,7,9,1297.87,30,144.21,359
15603,Regular Customer,1,78,1,48.48,2,48.48,0
15604,Regular Customer,1,51,1,216.39,17,216.39,0
15605,Regular Customer,1,35,5,1198.23,61,239.65,337
15606,Regular Customer,1,60,9,2920.16,48,324.46,263
15607,Low Value Customer,0,336,1,104.76,13,104.76,0
15608,Regular Customer,1,27,4,1093.68,59,273.42,92
15609,Low Value Customer,0,183,1,298.48,16,298.48,0
15610,Regular Customer,1,51,1,112.46,6,112.46,0
15611,Regular Customer,1,9,13,1591.45,23,122.42,325
15612,Regular Customer,1,35,2,195.15,4,97.58,25
15615,VIP Customer,2,9,23,10399.74,184,452.16,348
15618,Regular Customer,1,32,4,776.851,39,194.21,103
15619,Regular Customer,1,10,1,336.40000000000003,3,336.4,0
15620,Regular Customer,1,56,3,1553.18,92,517.73,301
15621,Regular Customer,1,3,4,1293.03,11,323.26,17
15622,Regular Customer,1,42,9,3709.56,169,412.17,239
15623,Low Value Customer,0,140,1,301.03,19,301.03,0
15624,Regular Customer,1,116,4,588.13,26,147.03,139
15625,Regular Customer,1,103,4,1534.26,44,383.56,131
15626,Regular Customer,1,74,2,675.8,49,337.9,254
15628,Regular Customer,1,4,9,2870.24,85,318.92,362
15630,Regular Customer,1,44,2,1186.35,57,593.17,159
15632,Regular Customer,1,15,8,3285.31,107,410.66,259
15634,Regular Customer,1,16,1,243.55,15,243.55,0
15636,Regular Customer,1,89,2,724.76,20,362.38,192
15637,Regular Customer,1,52,1,223.36,15,223.36,0
15639,Regular Customer,1,133,1,425.32,25,425.32,0
15640,VIP Customer,2,3,15,12416.11,240,827.74,367
15641,Regular Customer,1,104,4,1887.2,102,471.8,253
15643,Low Value Customer,0,191,3,664.0,31,221.33,90
15644,Low Value Customer,0,165,4,803.54,166,200.88,94
15645,Regular Customer,1,18,1,612.01,50,612.01,0
15646,Low Value Customer,0,157,3,447.64,35,149.21,214
15648,Low Value Customer,0,203,2,639.5,23,319.75,62
15649,Low Value Customer,0,335,2,816.0,1,408.0,31
15651,Regular Customer,1,36,3,646.3,27,215.43,223
15652,Regular Customer,1,90,1,337.74,21,337.74,0
15653,Regular Customer,1,92,2,877.4399999999999,4,438.72,23
15654,Regular Customer,1,8,2,922.53,15,461.26,16
15655,Low Value Customer,0,242,1,560.67,34,560.67,0
15656,Regular Customer,1,44,4,748.5,46,187.12,238
15657,Regular Customer,1,22,1,30.0,1,30.0,0
15658,Low Value Customer,0,189,5,1024.1,40,204.82,182
15659,Regular Customer,1,43,1,306.45,11,306.45,0
15660,Regular Customer,1,24,9,1600.86,55,177.87,340
15661,Low Value Customer,0,316,2,309.8,4,154.9,21
15663,Regular Customer,1,105,1,138.14,9,138.14,0
15664,Regular Customer,1,50,1,386.43,17,386.43,0
15665,Low Value Customer,0,167,2,2222.21,92,1111.1,74
15667,Regular Customer,1,39,1,301.32,13,301.32,0
15668,Low Value Customer,0,217,1,76.32000000000001,1,76.32,0
15669,Regular Customer,1,39,4,684.34,31,171.08,223
15670,Low Value Customer,0,296,1,173.05,12,173.05,0
15671,Regular Customer,1,18,7,2657.13,52,379.59,252
15673,Regular Customer,1,87,4,2726.23,107,681.56,238
15674,Regular Customer,1,72,5,2446.6,88,489.32,181
15675,Regular Customer,1,80,3,323.69,20,107.9,198
15676,Regular Customer,1,18,3,3435.76,191,1145.25,265
15677,Regular Customer,1,48,1,657.23,33,657.23,0
15678,Regular Customer,1,52,1,352.7,12,352.7,0
15679,Regular Customer,1,23,4,781.28,98,195.32,158
15680,Regular Customer,1,8,3,1333.68,61,444.56,356
15681,Regular Customer,1,24,5,1426.16,32,285.23,255
15683,Regular Customer,1,116,1,193.75,10,193.75,0
15687,Regular Customer,1,8,9,2993.1,119,332.57,321
15689,Regular Customer,1,119,2,254.1,8,127.05,241
15690,Regular Customer,1,3,2,239.76,19,119.88,96
15691,Low Value Customer,0,251,1,136.8,2,136.8,0
15692,Regular Customer,1,27,1,191.04,12,191.04,0
15694,VIP Customer,2,0,14,6479.4,42,462.81,372
15695,Low Value Customer,0,266,2,409.98,22,204.99,0
15696,Regular Customer,1,32,8,2711.11,140,338.89,293
15699,Regular Customer,1,17,1,309.65,18,309.65,0
15700,Low Value Customer,0,171,2,696.68,85,348.34,1
15701,Regular Customer,1,1,4,1529.0,193,382.25,108
15703,Low Value Customer,0,264,1,211.5,5,211.5,0
15704,Regular Customer,1,139,4,2293.62,79,573.4,75
15705,Low Value Customer,0,200,1,143.1,6,143.1,0
15706,Regular Customer,1,63,4,1060.56,50,265.14,52
15707,Regular Customer,1,34,4,916.98,126,229.24,51
15708,Regular Customer,1,40,7,3235.25,124,462.18,328
15709,Low Value Customer,0,283,1,133.25,6,133.25,0
15712,Regular Customer,1,8,5,1072.36,41,214.47,278
15713,Low Value Customer,0,142,2,356.7,18,178.35,222
15714,Regular Customer,1,11,2,330.03000000000003,34,165.02,66
15716,Regular Customer,1,145,4,1101.11,101,275.28,223
15717,Low Value Customer,0,233,1,150.3,7,150.3,0
15719,VIP Customer,2,32,13,5030.07,299,386.93,304
15720,Regular Customer,1,23,1,598.73,128,598.73,0
15721,Regular Customer,1,11,1,471.4,80,471.4,0
15722,Regular Customer,1,35,5,2211.21,45,442.24,254
15723,Low Value Customer,0,364,1,190.7,37,190.7,0
15724,Low Value Customer,0,200,2,218.25,11,109.12,83
15725,Regular Customer,1,14,1,415.25,32,415.25,0
15727,Regular Customer,1,16,7,5159.06,213,737.01,342
15729,Low Value Customer,0,212,1,85.0,5,85.0,0
15730,Regular Customer,1,65,3,1120.88,68,373.63,140
15732,Low Value Customer,0,211,2,294.12,13,147.06,159
15733,Low Value Customer,0,282,1,162.3,10,162.3,0
15734,Regular Customer,1,114,2,1339.45,25,669.72,85
15737,Regular Customer,1,14,8,1188.12,60,148.52,228
15738,VIP Customer,2,18,16,4812.42,46,300.78,353
15739,Regular Customer,1,65,1,449.12,8,449.12,0
15740,Regular Customer,1,48,1,154.88,9,154.88,0
15743,Regular Customer,1,15,4,775.96,59,193.99,168
15744,Regular Customer,1,77,1,34.8,3,34.8,0
15745,Regular Customer,1,18,4,1094.59,57,273.65,217
15746,Regular Customer,1,133,1,196.88,28,196.88,0
15747,Regular Customer,1,12,3,946.64,52,315.55,160
15748,Regular Customer,1,39,1,144.36,19,144.36,0
15750,Regular Customer,1,2,8,2463.05,214,307.88,364
15752,Regular Customer,1,39,7,2626.6,236,375.23,333
15753,Low Value Customer,0,304,1,79.2,1,79.2,0
15754,Regular Customer,1,50,3,458.57,24,152.86,195
15755,Regular Customer,1,9,6,2364.25,127,394.04,284
15756,Regular Customer,1,60,4,528.01,160,132.0,187
15757,Regular Customer,1,65,2,714.42,43,357.21,152
15758,Regular Customer,1,24,1,205.25,9,205.25,0
15759,Low Value Customer,0,217,3,253.04,5,84.35,139
15762,Regular Customer,1,64,2,583.75,37,291.88,12
15763,Regular Customer,1,31,2,1086.92,58,543.46,45
15764,Regular Customer,1,87,6,3279.97,150,546.66,188
15766,Regular Customer,1,63,1,315.06,11,315.06,0
15768,Regular Customer,1,115,3,621.8299999999999,23,207.28,110
15773,Regular Customer,1,5,1,635.6800000000001,10,635.68,0
15774,Regular Customer,1,68,1,270.8,25,270.8,0
15775,Low Value Customer,0,244,1,104.9,7,104.9,0
15776,Regular Customer,1,132,1,241.62,18,241.62,0
15777,Low Value Customer,0,240,4,1047.11,18,261.78,120
15780,Low Value Customer,0,183,3,475.28,26,158.43,174
15781,Regular Customer,1,24,3,345.46,20,115.15,280
15782,Regular Customer,1,9,3,2614.74,34,871.58,79
15783,Regular Customer,1,10,1,246.3,14,246.3,0
15785,Regular Customer,1,32,5,2328.9700000000003,58,465.79,262
15786,Regular Customer,1,45,3,4919.0,257,1639.67,68
15787,Regular Customer,1,25,3,933.26,156,311.09,35
15789,Low Value Customer,0,357,1,351.3,25,351.3,0
15790,Regular Customer,1,9,1,218.75,34,218.75,0
15791,Regular Customer,1,43,2,1612.69,66,806.34,160
15793,Regular Customer,1,14,3,965.61,6,321.87,253
15795,Low Value Customer,0,149,1,610.01,42,610.01,0
15796,Regular Customer,1,0,8,2708.61,70,338.58,301
15797,Regular Customer,1,112,4,2207.4,8,551.85,206
15799,Regular Customer,1,75,3,884.14,94,294.71,258
15800,Regular Customer,1,106,2,696.89,116,348.44,139
15801,Regular Customer,1,45,3,1063.95,61,354.65,63
15802,Low Value Customer,0,142,1,451.42,1,451.42,0
15803,Regular Customer,1,50,1,415.8200000000001,8,415.82,0
15804,VIP Customer,2,0,13,4206.39,170,323.57,198
15805,VIP Customer,2,22,17,5488.18,220,322.83,341
15806,Regular Customer,1,45,3,784.58,24,261.53,230
15807,Regular Customer,1,49,3,903.9,48,301.3,26
15808,Low Value Customer,0,305,4,3651.27,142,912.82,63
15809,Regular Customer,1,35,5,515.77,31,103.15,266
15810,Regular Customer,1,78,4,1391.98,66,348.0,218
